test,value
levene_F,7.166565888194675
levene_p,0.007508290587972464
pooled_t_stat,1.7751549248284362
pooled_p,0.07607464717043275
wilox_p,2.5793161263418307e-51
cohen_d,0.1237439836500072
hedges_g,0.12368222488258913
boot_ci_low,0.09546526932909538
boot_ci_high,0.32176009861101734
