measure,value
n_pre,246
n_post,1259
mean_log_pre,16.142559729184917
mean_log_post,16.356548268184557
sd_log_pre,0.3441427486512721
sd_log_post,1.884079316420498
mean_diff_post_minus_pre,-0.2139885389996401
t_statistic,3.7245299623262937
p_value,2.0292951586096096e-4
ci_lower,0.1012901363362951
ci_upper,0.3266869416629851
cohens_d,0.1237439836500072
